split,label,source_image,roi_file
train,lane_in,data/tusimple/train_set/clips/0313-1/8500/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_8500_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635518310199166_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635518310199166_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/17920/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_17920_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/14900/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_14900_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453299691460055/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453299691460055_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492628697482278515/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492628697482278515_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492631775388606359_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492631775388606359_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495058757543228003/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495058757543228003_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495058635596342127/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495058635596342127_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/8440/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_8440_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492638297170671984/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492638297170671984_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058703570086393/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058703570086393_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452851887549106/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452851887549106_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492729041189364955/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492729041189364955_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058597613077597/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058597613077597_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638333082259606_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638333082259606_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492635576477496714/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492635576477496714_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/35780/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_35780_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492627241495479652_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492627241495479652_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635581272161668_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635581272161668_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1494453011817831648/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1494453011817831648_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453371659809086/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453371659809086_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058561630562031/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058561630562031_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/39040/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_39040_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492629045936481698_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492629045936481698_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627856256475550_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627856256475550_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492725477290948489/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492725477290948489_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638067245225984_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638067245225984_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492630343318996369_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492630343318996369_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/715/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_715_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492726180535655727/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492726180535655727_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453133764783250/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453133764783250_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492729379819172808/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492729379819172808_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627163542737719_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627163542737719_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/9960/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_9960_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492638485526157416/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492638485526157416_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492631906309970937_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492631906309970937_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495485053622095657/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495485053622095657_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495058781534953658/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495058781534953658_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452401584814468/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452401584814468_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638303100352055_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638303100352055_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/385/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_385_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492635610121844877/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492635610121844877_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/23580/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_23580_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494452565513003505/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494452565513003505_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453755493646212/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453755493646212_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/5280/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_5280_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628494270257096_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628494270257096_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1494453921418707694/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1494453921418707694_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/4400/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_4400_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15980/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15980_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/18240/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_18240_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/63540/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_63540_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/26460/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_26460_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492636594396885382/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492636594396885382_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492629760107413752/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492629760107413752_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492628744719501991/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492628744719501991_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058643592959238/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058643592959238_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1494453319683768145/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1494453319683768145_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492637402746058180/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492637402746058180_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/41760/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_41760_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452557516535340/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452557516535340_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/12680/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_12680_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/18780/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_18780_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492630467245072517_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492630467245072517_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492627317650154687/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492627317650154687_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492720860531891761/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492720860531891761_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/3000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_3000_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492721742133399018/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492721742133399018_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/960/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_960_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/9140/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_9140_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492636823596822487/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492636823596822487_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/35520/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_35520_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/7320/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_7320_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453565574941939/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453565574941939_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628176062967644_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628176062967644_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453743499412036/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453743499412036_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492729574935206364/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492729574935206364_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492630086874253878/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492630086874253878_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492628741021852199/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492628741021852199_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492520656903337/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492520656903337_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452915860513670/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452915860513670_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/59640/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_59640_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492628810148112071/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492628810148112071_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/2220/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_2220_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492627416356301566/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492627416356301566_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1495492798538430553/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1495492798538430553_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492626756789374886_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492626756789374886_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635273460494085_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635273460494085_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492678589564874/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492678589564874_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/12120/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_12120_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638408037050500_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638408037050500_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15880/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15880_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492722807629670473_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492722807629670473_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492727736238547167/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492727736238547167_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453067793825014/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453067793825014_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/10780/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_10780_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/63300/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_63300_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492635434364669050_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492635434364669050_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/40080/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_40080_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492627938008984840/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492627938008984840_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627826275828556_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627826275828556_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/12040/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_12040_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/35700/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_35700_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/26460/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_26460_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492627190793480864/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492627190793480864_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1345/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1345_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/18600/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_18600_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/6040/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_6040_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492629808642156775_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492629808642156775_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/18360/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_18360_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/38040/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_38040_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492628544240059148_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492628544240059148_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492626171146236124_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492626171146236124_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492630848014051813_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492630848014051813_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1140/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1140_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492637545092533009/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492637545092533009_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628809079971594_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628809079971594_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492639025564232949/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492639025564232949_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/475/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_475_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/28020/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_28020_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/11940/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_11940_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495058707565707879/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495058707565707879_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/570/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_570_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/4480/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_4480_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492634856707709511_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492634856707709511_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453097780608075/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453097780608075_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627645384200575_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627645384200575_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492729085263099246/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492729085263099246_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/4580/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_4580_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492638208126576446/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492638208126576446_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/19500/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_19500_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492630593673418099/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492630593673418099_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627422519534914_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627422519534914_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/12100/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_12100_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/9000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_9000_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453499603644286/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453499603644286_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453295693107817/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453295693107817_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453613553800979/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453613553800979_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492626551883775328/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492626551883775328_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492748563863341/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492748563863341_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/125/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_125_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492634635840682503_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492634635840682503_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492723630632158758/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492723630632158758_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492637141001298780/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492637141001298780_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/15480/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_15480_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/13040/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_13040_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/20700/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_20700_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494452409581290246/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494452409581290246_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/27960/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_27960_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492628880603080608/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492628880603080608_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/43980/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_43980_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15180/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15180_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/4860/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_4860_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494452633483258810/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494452633483258810_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15720/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15720_20.jpg
train,lane_out,data/tusimple/train_set/clips/0601/1495058715562283498/20.jpg,data/processed/train/lane_out/train_set_clips_0601_1495058715562283498_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/38420/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_38420_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492639037157160495/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492639037157160495_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453439630049758/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453439630049758_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/43860/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_43860_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1740/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1740_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453723505661848/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453723505661848_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1000_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492627132361834524/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492627132361834524_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/39480/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_39480_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635248472044112_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635248472044112_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492630835021920991_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492630835021920991_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/33260/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_33260_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492635837020914158/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492635837020914158_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492631676448083491_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492631676448083491_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/32760/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_32760_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635625246353257_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635625246353257_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453173747344679/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453173747344679_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635031602544043_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635031602544043_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/36840/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_36840_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494452883873479805/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494452883873479805_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492744561641614/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492744561641614_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492638096028024170/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492638096028024170_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492637049323094222/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492637049323094222_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/15540/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_15540_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453471618032464/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453471618032464_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/29100/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_29100_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/8340/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_8340_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453589564231638/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453589564231638_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/295/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_295_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492636242743988766/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492636242743988766_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453013817159496/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453013817159496_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/13800/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_13800_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492721529994523466/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492721529994523466_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495485163575256899/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495485163575256899_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492637950313287169_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492637950313287169_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/49560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_49560_20.jpg
